Date;Value;P&L;Investments
2019-07-23;454233;234233;220000
2019-07-24;456843;236843;220000
2019-07-25;456774;236774;220000
2019-07-26;460346;240346;220000
2019-07-29;459470;239470;220000
2019-07-30;458165;238165;220000
2019-07-31;458886;238886;220000
2019-08-01;463393;241393;222000
2019-08-02;447527;225527;222000
2019-08-05;436422;214422;222000
2019-08-06;433266;211266;222000
2019-08-07;433507;211507;222000
2019-08-08;443475;221475;222000
2019-08-09;441216;219216;222000
2019-08-12;438767;216767;222000
2019-08-13;444510;222510;222000
2019-08-14;438405;216405;222000
2019-08-15;438405;216405;222000
2019-08-16;443216;221216;222000
2019-08-19;449511;227511;222000
2019-08-20;448562;226562;222000
2019-08-21;449476;227476;222000
2019-08-22;448510;226510;222000
2019-08-23;440336;218336;222000
2019-08-26;440267;218267;222000
2019-08-27;442509;220509;222000
2019-08-28;443613;221613;222000
2019-08-29;450666;228666;222000
2019-08-30;453374;231374;222000
2019-09-02;455218;231218;224000
2019-09-03;453677;229677;224000
2019-09-04;455392;231392;224000
2019-09-05;462303;238303;224000
2019-09-06;462459;238459;224000
2019-09-09;462511;238511;224000
2019-09-10;459098;235098;224000
2019-09-11;466148;242148;224000
2019-09-12;467135;243135;224000
2019-09-13;466460;242460;224000
2019-09-16;467135;243135;224000
2019-09-17;465074;241074;224000
2019-09-18;464329;240329;224000
2019-09-19;468815;244815;224000
2019-09-20;469127;245127;224000
2019-09-23;466616;242616;224000
2019-09-24;466200;242200;224000
2019-09-25;465559;241559;224000
2019-09-26;465646;241646;224000
2019-09-27;467620;243620;224000
2019-09-30;468590;244590;224000
2019-10-01;466572;240572;226000
2019-10-02;453438;227438;226000
2019-10-03;453142;227142;226000
2019-10-04;460970;234970;226000
2019-10-07;463110;237110;226000
2019-10-08;455978;229978;226000
2019-10-09;457335;231335;226000
2019-10-10;461196;235196;226000
2019-10-11;466989;240989;226000
2019-10-14;464432;238432;226000
2019-10-15;467876;241876;226000
2019-10-16;466015;240015;226000
2019-10-17;464223;238223;226000
2019-10-18;462588;236588;226000
2019-10-21;464484;238484;226000
2019-10-22;465754;239754;226000
2019-10-23;465232;239232;226000
2019-10-24;468016;242016;226000
2019-10-25;470347;244347;226000
2019-10-28;471982;245982;226000
2019-10-29;472521;246521;226000
2019-10-30;470712;244712;226000
2019-10-31;468311;242311;226000
2019-11-01;474434;246434;228000
2019-11-04;478767;250767;228000
2019-11-05;481562;253562;228000
2019-11-06;481125;253125;228000
2019-11-07;485510;257510;228000
2019-11-08;484724;256724;228000
2019-11-11;483658;255658;228000
2019-11-12;487693;259693;228000
2019-11-13;486803;258803;228000
2019-11-14;486663;258663;228000
2019-11-15;488567;260567;228000
2019-11-18;488130;260130;228000
2019-11-19;488165;260165;228000
2019-11-20;488043;260043;228000
2019-11-21;485405;257405;228000
2019-11-22;487781;259781;228000
2019-11-25;492934;264934;228000
2019-11-26;494052;266052;228000
2019-11-27;496218;268218;228000
2019-11-28;496463;268463;228000
2019-11-29;495048;267048;228000
2019-12-02;489099;259099;230000
2019-12-03;483135;253135;230000
2019-12-04;489503;259503;230000
2019-12-05;487714;257714;230000
2019-12-06;496572;266572;230000
2019-12-09;494941;264941;230000
2019-12-10;492836;262836;230000
2019-12-11;492573;262573;230000
2019-12-12;495414;265414;230000
2019-12-13;495099;265099;230000
2019-12-16;499817;269817;230000
2019-12-17;499080;269080;230000
2019-12-18;500975;270975;230000
2019-12-19;501676;271676;230000
2019-12-20;507553;277553;230000
2019-12-23;506991;276991;230000
2019-12-24;506991;276991;230000
2019-12-27;506395;276395;230000
2019-12-30;501063;271063;230000
2019-12-31;501063;271063;230000
2020-01-02;506711;274711;232000
2020-01-03;507081;275081;232000
2020-01-06;506200;274200;232000
2020-01-07;509617;277617;232000
2020-01-08;511695;279695;232000
2020-01-09;516221;284221;232000
2020-01-10;516045;284045;232000
2020-01-13;515393;283393;232000
2020-01-14;517401;285401;232000
2020-01-15;517630;285630;232000
2020-01-16;520060;288060;232000
2020-01-17;524727;292727;232000
2020-01-20;525343;293343;232000
2020-01-21;525114;293114;232000
2020-01-22;526100;294100;232000
2020-01-23;524815;292815;232000
2020-01-24;526770;294770;232000
2020-01-27;515992;283992;232000
2020-01-28;521680;289680;232000
2020-01-29;523283;291283;232000
2020-01-30;517172;285172;232000
2020-01-31;512135;280135;232000
2020-02-03;517340;283340;234000
2020-02-04;526498;292498;234000
2020-02-05;531077;297077;234000
2020-02-06;535762;301762;234000
2020-02-07;536575;302575;234000
2020-02-10;538573;304573;234000
2020-02-11;542427;308427;234000
2020-02-12;545609;311609;234000
2020-02-13;548438;314438;234000
2020-02-14;548721;314721;234000
2020-02-17;550665;316665;234000
2020-02-18;547094;313094;234000
2020-02-19;553070;319070;234000
2020-02-20;545839;311839;234000
2020-02-21;542993;308993;234000
2020-02-24;525950;291950;234000
2020-02-25;516651;282651;234000
2020-02-26;512868;278868;234000
2020-02-27;489655;255655;234000
2020-02-28;467079;233079;234000
2020-03-02;477742;241742;236000
2020-03-03;484346;248346;236000
2020-03-04;486743;250743;236000
2020-03-05;485606;249606;236000
2020-03-06;462474;226474;236000
2020-03-09;432488;196488;236000
2020-03-10;430056;194056;236000
2020-03-11;435915;199915;236000
2020-03-12;400746;164746;236000
2020-03-13;407421;171421;236000
2020-03-16;398935;162935;236000
2020-03-17;403000;167000;236000
2020-03-18;387768;151768;236000
2020-03-19;395810;159810;236000
2020-03-20;394851;158851;236000
2020-03-23;368985;132985;236000
2020-03-24;398917;162917;236000
2020-03-25;410705;174705;236000
2020-03-26;417150;181150;236000
2020-03-27;407829;171829;236000
2020-03-30;418055;182055;236000
2020-03-31;425032;189032;236000
2020-04-01;408001;170001;238000
2020-04-02;410712;172712;238000
2020-04-03;411515;173515;238000
2020-04-06;429731;191731;238000
2020-04-07;445502;207502;238000
2020-04-08;445127;207127;238000
2020-04-09;454690;216690;238000
2020-04-14;458579;220579;238000
2020-04-15;452941;214941;238000
2020-04-16;459043;221043;238000
2020-04-17;465537;227537;238000
2020-04-20;468945;230945;238000
2020-04-21;448624;210624;238000
2020-04-22;459221;221221;238000
2020-04-23;466429;228429;238000
2020-04-24;461523;223523;238000
2020-04-27;472923;234923;238000
2020-04-28;474243;236243;238000
2020-04-29;482022;244022;238000
2020-04-30;474600;236600;238000
2020-05-01;474600;236600;238000
2020-05-04;462220;222220;240000
2020-05-05;477451;237451;240000
2020-05-06;475283;235283;240000
2020-05-07;480049;240049;240000
2020-05-08;481895;241895;240000
2020-05-11;484314;244314;240000
2020-05-12;482504;242504;240000
2020-05-13;469244;229244;240000
2020-05-14;465947;225947;240000
2020-05-15;469137;229137;240000
2020-05-18;486966;246966;240000
2020-05-19;485568;245568;240000
2020-05-20;485622;245622;240000
2020-05-21;482361;242361;240000
2020-05-22;483597;243597;240000
2020-05-25;492753;252753;240000
2020-05-26;491302;251302;240000
2020-05-27;488722;248722;240000
2020-05-28;495208;255208;240000
2020-05-29;485514;245514;240000
2020-06-01;493463;251463;242000
2020-06-02;492761;250761;242000
2020-06-03;500102;258102;242000
2020-06-04;495820;253820;242000
2020-06-05;511130;269130;242000
2020-06-08;512246;270246;242000
2020-06-09;509241;267241;242000
2020-06-10;506831;264831;242000
2020-06-11;487886;245886;242000
2020-06-12;485367;243367;242000
2020-06-15;482237;240237;242000
2020-06-16;500426;258426;242000
2020-06-17;502207;260207;242000
2020-06-18;500138;258138;242000
2020-06-19;504582;262582;242000
2020-06-22;496720;254720;242000
2020-06-23;501469;259469;242000
2020-06-24;488641;246641;242000
2020-06-25;488534;246534;242000
2020-06-26;486896;244896;242000
2020-06-29;487562;245562;242000
2020-06-30;493211;251211;242000
2020-07-01;499421;255421;244000
2020-07-02;506195;262195;244000
2020-07-03;503233;259233;244000
2020-07-06;509266;265266;244000
2020-07-07;509519;265519;244000
2020-07-08;502907;258907;244000
2020-07-09;501715;257715;244000
2020-07-10;506141;262141;244000
2020-07-13;515028;271028;244000
2020-07-14;503666;259666;244000
2020-07-15;510946;266946;244000
2020-07-16;508128;264128;244000
2020-07-17;510277;266277;244000
2020-07-20;512228;268228;244000
2020-07-21;516004;272004;244000
2020-07-22;510332;266332;244000
2020-07-23;511704;267704;244000
2020-07-24;501607;257607;244000
2020-07-27;496694;252694;244000
2020-07-28;500306;256306;244000
2020-07-29;499530;255530;244000
2020-07-30;497254;253254;244000
2020-07-31;497001;253001;244000
2020-08-03;510688;264688;246000
2020-08-04;510253;264253;246000
2020-08-05;509019;263019;246000
2020-08-06;510470;264470;246000
2020-08-07;516690;270690;246000
2020-08-10;518413;272413;246000
2020-08-11;521841;275841;246000
2020-08-12;521442;275442;246000
2020-08-13;520553;274553;246000
2020-08-14;519809;273809;246000
2020-08-17;519120;273120;246000
2020-08-18;517053;271053;246000
2020-08-19;520190;274190;246000
2020-08-20;518649;272649;246000
2020-08-21;523454;277454;246000
2020-08-24;527807;281807;246000
2020-08-25;528931;282931;246000
2020-08-26;532866;286866;246000
2020-08-27;539340;293340;246000
2020-08-28;534771;288771;246000
2020-08-31;533465;287465;246000
2020-09-01;537188;289188;248000
2020-09-02;548309;300309;248000
2020-09-03;537042;289042;248000
2020-09-04;523427;275427;248000
2020-09-07;531545;283545;248000
2020-09-08;520605;272605;248000
2020-09-09;526284;278284;248000
2020-09-10;523700;275700;248000
2020-09-11;517766;269766;248000
2020-09-14;523226;275226;248000
2020-09-15;527559;279559;248000
2020-09-16;528778;280778;248000
2020-09-17;520787;272787;248000
2020-09-18;513743;265743;248000
2020-09-21;503914;255914;248000
2020-09-22;512596;264596;248000
2020-09-23;516437;268437;248000
2020-09-24;509720;261720;248000
2020-09-25;514908;266908;248000
2020-09-28;526048;278048;248000
2020-09-29;520805;272805;248000
2020-09-30;526157;278157;248000
2020-10-01;529559;279559;250000
2020-10-02;525959;275959;250000
2020-10-05;529412;279412;250000
2020-10-06;530984;280984;250000
2020-10-07;531934;281934;250000
2020-10-08;536593;286593;250000
2020-10-09;539571;289571;250000
2020-10-12;549511;299511;250000
2020-10-13;552306;302306;250000
2020-10-14;548817;298817;250000
2020-10-15;544395;294395;250000
2020-10-16;549438;299438;250000
2020-10-19;541727;291727;250000
2020-10-20;535296;285296;250000
2020-10-21;533487;283487;250000
2020-10-22;533688;283688;250000
2020-10-23;536155;286155;250000
2020-10-26;526854;276854;250000
2020-10-27;528115;278115;250000
2020-10-28;516696;266696;250000
2020-10-29;520752;270752;250000
2020-10-30;515417;265417;250000
2020-11-02;525566;273566;252000
2020-11-03;533214;281214;252000
2020-11-04;546713;294713;252000
2020-11-05;549776;297776;252000
2020-11-06;545209;293209;252000
2020-11-09;564669;312669;252000
2020-11-10;553059;301059;252000
2020-11-11;561056;309056;252000
2020-11-12;556544;304544;252000
2020-11-13;556452;304452;252000
2020-11-16;566448;314448;252000
2020-11-17;562780;310780;252000
2020-11-18;563183;311183;252000
2020-11-19;555645;303645;252000
2020-11-20;557681;305681;252000
2020-11-23;555755;303755;252000
2020-11-24;564669;312669;252000
2020-11-25;563147;311147;252000
2020-11-26;563532;311532;252000
2020-11-27;562633;310633;252000
2020-11-30;557186;305186;252000
2020-12-01;565513;311513;254000
2020-12-02;562237;308237;254000
2020-12-03;561685;307685;254000
2020-12-04;564611;310611;254000
2020-12-07;565164;311164;254000
2020-12-08;566434;312434;254000
2020-12-09;567575;313575;254000
2020-12-10;562992;308992;254000
2020-12-11;558906;304906;254000
2020-12-14;561961;307961;254000
2020-12-15;560360;306360;254000
2020-12-16;564980;310980;254000
2020-12-17;563305;309305;254000
2020-12-18;561759;307759;254000
2020-12-21;556734;302734;254000
2020-12-22;562347;308347;254000
2020-12-23;564115;310115;254000
2020-12-24;564115;310115;254000
2020-12-28;567704;313704;254000
2020-12-29;567262;313262;254000
2020-12-30;565569;311569;254000
2020-12-31;565569;311569;254000
2021-01-04;562415;306415;256000
2021-01-05;563320;307320;256000
2021-01-06;572815;316815;256000
2021-01-07;577747;321747;256000
2021-01-08;580074;324074;256000
2021-01-11;584064;328064;256000
2021-01-12;583177;327177;256000
2021-01-13;584286;328286;256000
2021-01-14;585893;329893;256000
2021-01-15;582106;326106;256000
2021-01-18;582974;326974;256000
2021-01-19;582254;326254;256000
2021-01-20;591804;335804;256000
2021-01-21;591674;335674;256000
2021-01-22;588146;332146;256000
2021-01-25;587998;331998;256000
2021-01-26;591249;335249;256000
2021-01-27;583879;327879;256000
2021-01-28;586391;330391;256000
2021-01-29;573978;317978;256000
2021-02-01;582739;324739;258000
2021-02-02;597215;339215;258000
2021-02-03;596492;338492;258000
2021-02-04;602869;344869;258000
2021-02-05;605148;347148;258000
2021-02-08;606168;348168;258000
2021-02-09;605389;347389;258000
2021-02-10;602794;344794;258000
2021-02-11;605260;347260;258000
2021-02-12;606409;348409;258000
2021-02-15;610876;352876;258000
2021-02-16;608911;350911;258000
2021-02-17;608262;350262;258000
2021-02-18;605019;347019;258000
2021-02-19;606724;348724;258000
2021-02-22;599199;341199;258000
2021-02-23;595325;337325;258000
2021-02-24;602720;344720;258000
2021-02-25;596214;338214;258000
2021-02-26;595603;337603;258000
2021-03-01;607964;347964;260000
2021-03-02;604022;344022;260000
2021-03-03;601883;341883;260000
2021-03-04;597178;337178;260000
2021-03-05;591301;331301;260000
2021-03-08;613766;353766;260000
2021-03-09;615756;355756;260000
2021-03-10;617095;357095;260000
2021-03-11;621540;361540;260000
2021-03-12;618415;358415;260000
2021-03-15;621651;361651;260000
2021-03-16;627546;367546;260000
2021-03-17;623901;363901;260000
2021-03-18;624980;364980;260000
2021-03-19;619847;359847;260000
2021-03-22;621726;361726;260000
2021-03-23;624980;364980;260000
2021-03-24;625798;365798;260000
2021-03-25;622135;362135;260000
2021-03-26;628755;368755;260000
2021-03-29;632642;372642;260000
2021-03-30;635822;375822;260000
2021-03-31;638742;378742;260000
2021-04-01;642936;380936;262000
2021-04-06;650883;388883;262000
2021-04-07;647395;385395;262000
2021-04-08;649428;387428;262000
2021-04-09;652133;390133;262000
2021-04-12;653588;391588;262000
2021-04-13;654577;392577;262000
2021-04-14;653924;391924;262000
2021-04-15;657300;395300;262000
2021-04-16;658867;396867;262000
2021-04-19;654222;392222;262000
2021-04-20;647133;385133;262000
2021-04-21;652562;390562;262000
2021-04-22;656852;394852;262000
2021-04-23;654222;392222;262000
2021-04-26;655733;393733;262000
2021-04-27;654670;392670;262000
2021-04-28;654539;392539;262000
2021-04-29;653961;391961;262000
2021-04-30;656815;394815;262000
2021-05-03;659897;395897;264000
2021-05-04;653255;389255;264000
2021-05-05;660608;396608;264000
2021-05-06;656772;392772;264000
2021-05-07;661020;397020;264000
2021-05-10;659766;395766;264000
2021-05-11;646612;382612;264000
2021-05-12;643599;379599;264000
2021-05-13;645789;381789;264000
2021-05-14;651028;387028;264000
2021-05-17;648352;384352;264000
2021-05-18;646631;382631;264000
2021-05-19;634431;370431;264000
2021-05-20;646369;382369;264000
2021-05-21;649830;385830;264000
2021-05-24;652936;388936;264000
2021-05-25;649681;385681;264000
2021-05-26;652207;388207;264000
2021-05-27;654639;390639;264000
2021-05-28;655762;391762;264000
2021-05-31;651458;387458;264000
2021-06-01;654394;388394;266000
2021-06-02;657341;391341;266000
2021-06-03;659049;393049;266000
2021-06-04;660644;394644;266000
2021-06-07;658673;392673;266000
2021-06-08;659161;393161;266000
2021-06-09;661395;395395;266000
2021-06-10;663272;397272;266000
2021-06-11;667250;401250;266000
2021-06-14;665655;399655;266000
2021-06-15;666331;400331;266000
2021-06-16;667645;401645;266000
2021-06-17;675528;409528;266000
2021-06-18;671793;405793;266000
2021-06-21;674570;408570;266000
2021-06-22;678606;412606;266000
2021-06-23;677142;411142;266000
2021-06-24;681346;415346;266000
2021-06-25;682585;416585;266000
2021-06-28;683110;417110;266000
2021-06-29;687446;421446;266000
2021-06-30;690261;424261;266000
2021-07-01;694682;426682;268000
2021-07-02;699520;431520;268000
2021-07-05;701496;433496;268000
2021-07-06;699313;431313;268000
2021-07-07;704621;436621;268000
2021-07-08;696301;428301;268000
2021-07-09;703228;435228;268000
2021-07-12;705487;437487;268000
2021-07-13;710381;442381;268000
2021-07-14;706936;438936;268000
2021-07-15;706691;438691;268000
2021-07-16;704018;436018;268000
2021-07-19;690955;422955;268000
2021-07-20;700743;432743;268000
2021-07-21;704753;436753;268000
2021-07-22;707821;439821;268000
2021-07-23;716084;448084;268000
2021-07-26;715425;447425;268000
2021-07-27;708385;440385;268000
2021-07-28;713148;445148;268000
2021-07-29;711886;443886;268000
2021-07-30;709101;441101;268000
2021-08-02;712550;442550;270000
2021-08-03;710870;440870;270000
2021-08-04;714004;444004;270000
2021-08-05;716080;446080;270000
2021-08-06;722837;452837;270000
2021-08-09;723460;453460;270000
2021-08-10;726235;456235;270000
2021-08-11;725895;455895;270000
2021-08-12;727405;457405;270000
2021-08-13;726178;456178;270000
2021-08-16;725121;455121;270000
2021-08-17;729123;459123;270000
2021-08-18;728557;458557;270000
2021-08-19;722366;452366;270000
2021-08-20;728708;458708;270000
2021-08-23;733521;463521;270000
2021-08-24;732993;462993;270000
2021-08-25;734257;464257;270000
2021-08-26;731369;461369;270000
2021-08-27;733295;463295;270000
2021-08-30;738278;468278;270000
2021-08-31;736957;466957;270000
2021-09-01;736314;464314;272000
2021-09-02;737317;465317;272000
2021-09-03;735122;463122;272000
2021-09-06;738055;466055;272000
2021-09-07;734932;462932;272000
2021-09-08;733740;461740;272000
2021-09-09;735292;463292;272000
2021-09-10;729917;457917;272000
2021-09-13;728062;456062;272000
2021-09-14;726699;454699;272000
2021-09-15;726207;454207;272000
2021-09-16;729368;457368;272000
2021-09-17;728667;456667;272000
2021-09-20;715456;443456;272000
2021-09-21;719431;447431;272000
2021-09-22;722686;450686;272000
2021-09-23;730390;458390;272000
2021-09-24;730882;458882;272000
2021-09-27;732642;460642;272000
2021-09-28;719658;447658;272000
2021-09-29;725525;453525;272000
2021-09-30;723538;451538;272000
2021-10-01;721071;447071;274000
2021-10-04;712549;438549;274000
2021-10-05;726082;452082;274000
2021-10-06;721736;447736;274000
2021-10-07;739197;465197;274000
2021-10-08;735268;461268;274000
2021-10-11;736597;462597;274000
2021-10-12;730239;456239;274000
2021-10-13;725057;451057;274000
2021-10-14;738533;464533;274000
2021-10-15;744569;470569;274000
2021-10-18;746580;472580;274000
2021-10-19;749921;475921;274000
2021-10-20;752825;478825;274000
2021-10-21;752236;478236;274000
2021-10-22;753698;479698;274000
2021-10-25;759088;485088;274000
2021-10-26;765560;491560;274000
2021-10-27;762581;488581;274000
2021-10-28;759620;485620;274000
2021-10-29;769110;495110;274000
2021-11-01;771034;495034;276000
2021-11-02;775144;499144;276000
2021-11-03;774573;498573;276000
2021-11-04;784411;508411;276000
2021-11-05;789911;513911;276000
2021-11-08;787095;511095;276000
2021-11-09;781500;505500;276000
2021-11-10;787494;511494;276000
2021-11-11;788046;512046;276000
2021-11-12;793336;517336;276000
2021-11-15;796115;520115;276000
2021-11-16;805325;529325;276000
2021-11-17;805211;529211;276000
2021-11-18;802851;526851;276000
2021-11-19;807209;531209;276000
2021-11-22;816134;540134;276000
2021-11-23;804488;528488;276000
2021-11-24;812879;536879;276000
2021-11-25;814801;538801;276000
2021-11-26;788541;512541;276000
2021-11-29;800016;524016;276000
2021-11-30;789511;513511;276000
2021-12-01;798400;520400;278000
2021-12-02;783157;505157;278000
2021-12-03;782146;504146;278000
2021-12-06;790731;512731;278000
2021-12-07;812460;534460;278000
2021-12-08;803646;525646;278000
2021-12-09;809160;531160;278000
2021-12-10;805649;527649;278000
2021-12-13;806336;528336;278000
2021-12-14;797828;519828;278000
2021-12-15;798076;520076;278000
2021-12-16;809617;531617;278000
2021-12-17;802483;524483;278000
2021-12-20;781612;503612;278000
2021-12-21;795844;517844;278000
2021-12-22;805211;527211;278000
2021-12-23;814177;536177;278000
2021-12-24;814177;536177;278000
2021-12-27;819957;541957;278000
2021-12-28;824879;546879;278000
2021-12-29;821102;543102;278000
2021-12-30;825871;547871;278000
2021-12-31;825871;547871;278000
2022-01-03;824800;544800;280000
2022-01-04;827783;547783;280000
2022-01-05;825718;545718;280000
2022-01-06;812216;532216;280000
2022-01-07;805714;525714;280000
2022-01-10;794890;514890;280000
2022-01-11;804873;524873;280000
2022-01-12;807761;527761;280000
2022-01-13;804548;524548;280000
2022-01-14;793380;513380;280000
2022-01-17;799212;519212;280000
2022-01-18;790071;510071;280000
2022-01-19;786017;506017;280000
2022-01-20;791678;511678;280000
2022-01-21;771923;491923;280000
2022-01-24;740752;460752;280000
2022-01-25;749051;469051;280000
2022-01-26;766224;486224;280000
2022-01-27;771579;491579;280000
2022-01-28;763700;483700;280000
2022-01-31;778693;498693;280000
2022-02-01;786793;504793;282000
2022-02-02;789305;507305;282000
2022-02-03;774849;492849;282000
2022-02-04;766777;484777;282000
2022-02-07;770056;488056;282000
2022-02-08;772836;490836;282000
2022-02-09;783726;501726;282000
2022-02-10;777188;495188;282000
2022-02-11;771724;489724;282000
2022-02-14;764534;482534;282000
2022-02-15;770305;488305;282000
2022-02-16;765665;483665;282000
2022-02-17;762809;480809;282000
2022-02-18;753625;471625;282000
2022-02-21;745170;463170;282000
2022-02-22;747950;465950;282000
2022-02-23;740952;458952;282000
2022-02-24;735852;453852;282000
2022-02-25;760623;478623;282000
2022-02-28;765397;483397;282000
2022-03-01;763773;479773;284000
2022-03-02;775268;491268;284000
2022-03-03;776364;492364;284000
2022-03-04;773827;489827;284000
2022-03-07;771751;487751;284000
2022-03-08;752259;468259;284000
2022-03-09;757468;473468;284000
2022-03-10;752913;468913;284000
2022-03-11;763427;479427;284000
2022-03-14;751990;467990;284000
2022-03-15;762389;478389;284000
2022-03-16;774346;490346;284000
2022-03-17;775345;491345;284000
2022-03-18;788167;504167;284000
2022-03-21;793876;509876;284000
2022-03-22;804295;520295;284000
2022-03-23;802776;518776;284000
2022-03-24;802891;518891;284000
2022-03-25;809158;525158;284000
2022-03-28;813368;529368;284000
2022-03-29;817270;533270;284000
2022-03-30;813349;529349;284000
2022-03-31;813906;529906;284000
2022-04-01;809543;523543;286000
2022-04-04;819506;533506;286000
2022-04-05;824285;538285;286000
2022-04-06;808194;522194;286000
2022-04-07;807057;521057;286000
2022-04-08;818446;532446;286000
2022-04-11;804841;518841;286000
2022-04-12;810892;524892;286000
2022-04-13;805092;519092;286000
2022-04-14;810353;524353;286000
2022-04-19;813629;527629;286000
2022-04-20;812896;526896;286000
2022-04-21;814361;528361;286000
2022-04-22;794089;508089;286000
2022-04-25;778325;492325;286000
2022-04-26;780831;494831;286000
2022-04-27;789656;503656;286000
2022-04-28;792855;506855;286000
2022-04-29;791506;505506;286000
2022-05-02;776028;488028;288000
2022-05-03;788586;500586;288000
2022-05-04;778501;490501;288000
2022-05-05;783505;495505;288000
2022-05-06;772937;484937;288000
2022-05-09;754042;466042;288000
2022-05-10;748053;460053;288000
2022-05-11;756187;468187;288000
2022-05-12;747589;459589;288000
2022-05-13;765808;477808;288000
2022-05-16;762234;474234;288000
2022-05-17;764262;476262;288000
2022-05-18;750893;462893;288000
2022-05-19;731611;443611;288000
2022-05-20;727786;439786;288000
2022-05-23;737098;449098;288000
2022-05-24;717972;429972;288000
2022-05-25;734780;446780;288000
2022-05-26;747299;459299;288000
2022-05-27;764088;476088;288000
2022-05-30;769324;481324;288000
2022-05-31;762079;474079;288000
2022-06-01;763519;473519;290000
2022-06-02;763131;473131;290000
2022-06-03;762182;472182;290000
2022-06-06;769098;479098;290000
2022-06-07;765785;475785;290000
2022-06-08;769524;479524;290000
2022-06-09;763267;473267;290000
2022-06-10;738337;448337;290000
2022-06-13;720690;430690;290000
2022-06-14;715189;425189;290000
2022-06-15;720593;430593;290000
2022-06-16;695992;405992;290000
2022-06-17;698704;408704;290000
2022-06-20;700796;410796;290000
2022-06-21;709978;419978;290000
2022-06-22;711411;421411;290000
2022-06-23;713775;423775;290000
2022-06-24;732003;442003;290000
2022-06-27;734501;444501;290000
2022-06-28;731150;441150;290000
2022-06-29;726075;436075;290000
2022-06-30;719179;429179;290000
2022-07-01;725654;433654;292000
2022-07-04;729539;437539;292000
2022-07-05;731054;439054;292000
2022-07-06;748672;456672;292000
2022-07-07;763279;471279;292000
2022-07-08;768368;476368;292000
2022-07-11;764114;472114;292000
2022-07-12;765882;473882;292000
2022-07-13;751974;459974;292000
2022-07-14;747662;455662;292000
2022-07-15;762774;470774;292000
2022-07-18;764095;472095;292000
2022-07-19;762735;470735;292000
2022-07-20;776079;484079;292000
2022-07-21;776740;484740;292000
2022-07-22;776332;484332;292000
2022-07-25;776099;484099;292000
2022-07-26;774253;482253;292000
2022-07-27;783499;491499;292000
2022-07-28;794610;502610;292000
2022-07-29;802419;510419;292000
2022-08-01;805701;511701;294000
2022-08-02;807142;513142;294000
2022-08-03;816528;522528;294000
2022-08-04;812244;518244;294000
2022-08-05;812399;518399;294000
2022-08-08;816080;522080;294000
2022-08-09;808369;514369;294000
2022-08-10;813821;519821;294000
2022-08-11;820208;526208;294000
2022-08-12;829321;535321;294000
2022-08-15;829321;535321;294000
2022-08-16;847061;553061;294000
2022-08-17;841628;547628;294000
2022-08-18;847061;553061;294000
2022-08-19;843361;549361;294000
2022-08-22;838668;544668;294000
2022-08-23;829711;535711;294000
2022-08-24;834033;540033;294000
2022-08-25;836876;542876;294000
2022-08-26;825680;531680;294000
2022-08-29;808797;514797;294000
2022-08-30;799606;505606;294000
2022-08-31;792732;498732;294000
2022-09-01;793603;497603;296000
2022-09-02;803812;507812;296000
2022-09-05;797038;501038;296000
2022-09-06;797975;501975;296000
2022-09-07;796628;500628;296000
2022-09-08;808673;512673;296000
2022-09-09;812500;516500;296000
2022-09-12;816131;520131;296000
2022-09-13;816131;520131;296000
2022-09-14;816131;520131;296000
2022-09-15;816131;520131;296000
2022-09-16;816131;520131;296000
2022-09-19;816131;520131;296000
2022-09-20;816131;520131;296000
2022-09-21;789073;493073;296000
2022-09-22;770040;474040;296000
2022-09-23;764085;468085;296000
2022-09-26;768595;472595;296000
2022-09-27;767326;471326;296000
2022-09-28;769122;473122;296000
2022-09-29;749405;453405;296000
2022-09-30;753270;457270;296000
2022-10-03;751112;453112;298000
2022-10-04;766478;468478;298000
2022-10-05;765577;467577;298000
2022-10-06;774562;476562;298000
2022-10-07;756867;458867;298000
2022-10-10;752893;454893;298000
2022-10-11;748470;450470;298000
2022-10-12;747256;449256;298000
2022-10-13;748137;450137;298000
2022-10-14;750525;452525;298000
2022-10-17;756534;458534;298000
2022-10-18;759646;461646;298000
2022-10-19;764070;466070;298000
2022-10-20;763679;465679;298000
2022-10-21;762172;464172;298000
2022-10-24;771782;473782;298000
2022-10-25;779083;481083;298000
2022-10-26;777772;479772;298000
2022-10-27;774503;476503;298000
2022-10-28;784212;486212;298000
2022-10-31;791454;493454;298000
2022-11-01;791086;491086;300000
2022-11-02;785748;485748;300000
2022-11-03;776093;476093;300000
2022-11-04;762965;462965;300000
2022-11-07;767184;467184;300000
2022-11-08;774543;474543;300000
2022-11-09;765438;465438;300000
2022-11-10;781156;481156;300000
2022-11-11;776329;476329;300000
2022-11-14;780646;480646;300000
2022-11-15;784944;484944;300000
2022-11-16;773464;473464;300000
2022-11-17;769598;469598;300000
2022-11-18;774327;474327;300000
2022-11-21;779841;479841;300000
2022-11-22;784826;484826;300000
2022-11-23;786788;486788;300000
2022-11-24;786553;486553;300000
2022-11-25;785454;485454;300000
2022-11-28;779115;479115;300000
2022-11-29;773228;473228;300000
2022-11-30;777683;477683;300000
2022-12-01;788670;486670;302000
2022-12-02;784578;482578;302000
2022-12-05;778204;476204;302000
2022-12-06;765220;463220;302000
2022-12-07;761580;459580;302000
2022-12-08;763056;461056;302000
2022-12-09;765672;463672;302000
2022-12-12;763036;461036;302000
